0, 0, 68466, 136948, -1, -1, -1, -1
1, 7.62692, 29649, 68504, -1, -1, -1, -1
2, 0.178471, 30470, 192276, -1, -1, -1, -1
3, 5.31773, 61056, 352463, 3.83953e+11, 1.1627e+06, 0, -1
7, 6.10526, 25132, 158378, 65735, 15.4383, -1, -1
6, 1.97073, 380646, 1998013, 50499.4, 10.8296, -1, -1
7, 14.0222, 103794, 596943, 734.611, 5.1594, -1, -1
8, 4.75619, 103794, 572346, 734.611, 4.22753, -1, -1
9, 1.35995, 103794, 572346, 234.446, 3.9199, -1, -1
6, 0.395766, 136385, 730149, 234.446, 3.98946, -1, -1
7, 5.05693, 107464, 594010, 169.002, 3.87339, -1, -1
8, 3.47291, 107464, 591782, 169.002, 3.80317, -1, -1
9, 1.36515, 107464, 591782, 164.221, 3.70587, -1, -1
6, 0.308778, 122886, 659332, 164.221, 3.74964, -1, -1
7, 3.45116, 104343, 584591, 49.2529, 3.7024, -1, -1
8, 2.80863, 104343, 583904, 49.2529, 3.68315, -1, -1
9, 1.27533, 104343, 583904, 40.7163, 3.64015, -1, -1
6, 0.299322, 118502, 636962, 42.0187, 3.67332, -1, -1
7, 2.93577, 103062, 580742, 40.7163, 3.64109, -1, -1
8, 2.7051, 103062, 580416, 40.7163, 3.63231, -1, -1
9, 1.4105, 103062, 580416, 40.7163, 3.6103, -1, -1
6, 0.447323, 144266, 772865, 43.197, 3.80707, -1, -1
7, 4.36537, 111366, 628132, 31.0051, 3.61488, -1, -1
8, 4.03449, 111366, 627470, 29.7926, 3.58078, -1, -1
9, 1.44924, 111366, 627470, 26.8772, 3.52449, -1, -1
6, 0.343738, 131811, 708748, 26.8772, 3.59088, -1, -1
7, 3.33712, 111357, 627960, 26.8772, 3.52639, -1, -1
8, 3.32764, 111357, 627797, 26.8772, 3.51717, -1, -1
9, 1.42419, 111357, 627797, 26.8772, 3.49129, -1, -1
6, 0.397933, 135708, 732757, 30.5232, 3.62028, -1, -1
7, 4.40949, 114819, 647942, 17.6515, 3.51096, -1, -1
8, 3.50434, 114819, 647654, 17.6515, 3.49871, -1, -1
9, 1.42918, 114819, 647654, 16.7758, 3.46919, -1, -1
6, 0.331014, 129902, 702655, 17.7241, 3.52047, -1, -1
7, 3.26626, 114570, 646634, 13.8651, 3.47131, -1, -1
8, 3.07937, 114570, 646573, 13.8651, 3.46758, -1, -1
9, 1.334, 114570, 646573, 13.8651, 3.45426, -1, -1
6, 0.324294, 128345, 694880, 17.7241, 3.49815, -1, -1
7, 2.98153, 114433, 645978, 13.8651, 3.45694, -1, -1
8, 2.91477, 114433, 645937, 13.8651, 3.45514, -1, -1
9, 1.22892, 114433, 645937, 13.8651, 3.4478, -1, -1
6, 0.296835, 125448, 681202, 19.3182, 3.47547, -1, -1
7, 3.05616, 114372, 645612, 10.2758, 3.44974, -1, -1
8, 2.89802, 114372, 645596, 10.2758, 3.44869, -1, -1
9, 1.19504, 114372, 645596, 9.55278, 3.44455, -1, -1
7, 2.71153, 114199, 644734, 7.98578, 3.44418, -1, -1
4, 109.297, 114199, 644734, 7.98578, 3.44418, -1, -1
5, 2.55311, 114199, 124529, 7.92211, 3.74719, -1, -1
-1, 124.973, 114199, 124529, 7.92211, 3.74719, 0, 630
