0, 0, 65886, 131820, -1, -1, -1, -1
1, 7.08507, 28578, 65689, -1, -1, -1, -1
2, 0.196344, 29317, 186505, -1, -1, -1, -1
3, 5.45674, 56564, 329745, 6.92705e+08, 4851.23, 0, -1
7, 5.57727, 24651, 156939, 20785.6, 14.6738, -1, -1
6, 2.32277, 424094, 2248829, 20785.6, 10.9524, -1, -1
7, 16.8179, 106633, 613714, 20785.6, 5.16508, -1, -1
8, 5.66316, 106633, 587016, 1204.19, 4.18651, -1, -1
9, 1.589, 106633, 587016, 133.743, 3.8645, -1, -1
6, 0.465028, 143798, 770822, 133.743, 3.95453, -1, -1
7, 5.29516, 111500, 613142, 90.8854, 3.83138, -1, -1
8, 4.24944, 111500, 611025, 90.8854, 3.76777, -1, -1
9, 1.62119, 111500, 611025, 90.8854, 3.66547, -1, -1
6, 0.360782, 128348, 690232, 90.8854, 3.72193, -1, -1
7, 3.74601, 111123, 609218, 90.8854, 3.6665, -1, -1
8, 3.27396, 111123, 608590, 90.8854, 3.64925, -1, -1
9, 1.40984, 111123, 608590, 90.8854, 3.60466, -1, -1
6, 0.453111, 151729, 813588, 101.723, 3.81248, -1, -1
7, 4.40372, 119679, 657606, 26.5569, 3.61278, -1, -1
8, 4.0421, 119679, 656838, 26.5569, 3.5799, -1, -1
9, 1.50959, 119679, 656838, 26.5569, 3.51752, -1, -1
6, 0.36019, 137282, 739743, 27.5874, 3.59195, -1, -1
7, 3.01513, 119450, 656249, 26.5569, 3.52068, -1, -1
8, 3.32301, 119450, 656066, 26.5569, 3.5119, -1, -1
9, 1.47044, 119450, 656066, 26.5569, 3.48285, -1, -1
6, 0.345626, 134888, 731015, 30.8657, 3.57229, -1, -1
7, 3.96307, 121063, 665486, 26.5569, 3.49547, -1, -1
8, 3.55038, 121063, 665332, 26.5569, 3.48819, -1, -1
9, 1.46112, 121063, 665332, 26.5569, 3.46556, -1, -1
6, 0.345733, 131818, 714342, 26.5569, 3.51481, -1, -1
7, 3.18503, 120814, 664121, 26.5569, 3.46839, -1, -1
8, 3.17308, 120814, 664071, 26.5569, 3.4659, -1, -1
9, 1.34199, 120814, 664071, 26.5569, 3.45543, -1, -1
6, 0.330399, 129369, 702237, 29.4893, 3.49128, -1, -1
7, 3.17024, 120675, 663366, 15.7113, 3.4573, -1, -1
8, 3.04054, 120675, 663361, 15.7113, 3.45576, -1, -1
9, 1.28532, 120675, 663361, 10.7018, 3.45023, -1, -1
6, 0.32172, 128864, 699577, 11.551, 3.48335, -1, -1
7, 3.35037, 120569, 662787, 7.91038, 3.45168, -1, -1
8, 3.16514, 120569, 662768, 7.91038, 3.45058, -1, -1
9, 1.28077, 120569, 662768, 7.91038, 3.44772, -1, -1
7, 3.07079, 120454, 662153, 7.91038, 3.44754, -1, -1
4, 108.853, 120454, 662153, 7.91038, 3.44754, -1, -1
5, 2.88272, 120454, 124920, 7.91038, 3.7405, -1, -1
-1, 124.474, 120454, 124920, 7.91038, 3.7405, 0, 656
