0, 0, 16560, 33116, -1, -1, -1, -1
1, 1.82044, 8391, 20096, -1, -1, -1, -1
2, 0.0510921, 8889, 49535, -1, -1, -1, -1
3, 1.49267, 15168, 82406, 1.80508e+08, 2581.23, 0, -1
7, 1.32249, 7638, 42559, 613.9, 14.3036, -1, -1
6, 2.03571, 394783, 2168808, 713.981, 8.00335, -1, -1
7, 14.5334, 78168, 439348, 613.9, 4.31368, -1, -1
8, 3.95297, 78168, 429471, 207.462, 3.86429, -1, -1
9, 0.91088, 78168, 429471, 92.1102, 3.55228, -1, -1
6, 0.727379, 191597, 1032801, 92.1102, 3.94211, -1, -1
7, 5.85448, 93882, 510290, 92.1102, 3.62639, -1, -1
8, 4.5655, 93882, 509915, 39.0985, 3.59452, -1, -1
9, 1.02876, 93882, 509915, 33.4404, 3.48402, -1, -1
6, 0.647184, 180913, 981065, 33.4404, 3.82465, -1, -1
7, 5.20749, 109601, 593515, 32.5138, 3.58907, -1, -1
8, 5.29662, 109601, 593421, 32.5138, 3.52446, -1, -1
9, 1.13459, 109601, 593421, 32.0335, 3.46566, -1, -1
6, 0.541105, 174138, 943439, 32.0335, 3.73662, -1, -1
7, 4.83451, 111857, 605271, 26.1638, 3.49386, -1, -1
8, 3.78024, 111857, 605251, 26.1638, 3.48745, -1, -1
9, 1.12181, 111857, 605251, 26.1638, 3.45021, -1, -1
6, 0.506745, 168950, 909763, 26.1638, 3.69513, -1, -1
7, 4.41273, 114835, 621948, 26.1638, 3.47954, -1, -1
8, 3.8661, 114835, 621939, 26.1638, 3.47353, -1, -1
9, 1.10696, 114835, 621939, 26.1638, 3.44549, -1, -1
6, 0.496956, 167559, 900322, 23.6615, 3.67476, -1, -1
7, 4.33579, 116668, 632412, 23.6615, 3.46603, -1, -1
8, 3.79911, 116668, 632446, 20.7707, 3.46042, -1, -1
9, 1.09248, 116668, 632446, 18.6031, 3.43546, -1, -1
6, 0.47231, 164693, 883130, 18.6031, 3.64666, -1, -1
7, 4.14437, 118075, 640331, 8.61214, 3.45265, -1, -1
8, 3.79894, 118075, 640217, 7.71452, 3.44792, -1, -1
9, 1.06122, 118075, 640217, 7.71452, 3.42771, -1, -1
7, 2.10681, 116622, 632940, 7.71452, 3.42389, -1, -1
4, 89.6562, 116622, 632940, 7.71452, 3.42389, -1, -1
5, 1.22469, 116622, 107460, 7.49061, 3.4554, -1, -1
-1, 94.2451, 116622, 107460, 7.49061, 3.4554, 0, 579
