0, 0, 26346, 52688, -1, -1, -1, -1
1, 4.35683, 12058, 30717, -1, -1, -1, -1
2, 0.106321, 12803, 71020, -1, -1, -1, -1
3, 2.50094, 19651, 106702, 8.52393e+06, 864.478, 0, -1
7, 2.91514, 9428, 52705, 550.261, 12.9241, -1, -1
6, 1.44299, 244486, 1242761, 551.955, 7.58244, -1, -1
7, 8.27878, 73229, 404642, 550.261, 4.11755, -1, -1
8, 2.60053, 73229, 396805, 89.8661, 3.69039, -1, -1
9, 0.854141, 73229, 396805, 74.5346, 3.48813, -1, -1
6, 0.245712, 93056, 490874, 74.5346, 3.62491, -1, -1
7, 2.17678, 73323, 407024, 67.6783, 3.49499, -1, -1
8, 2.40933, 73323, 406677, 67.6783, 3.47186, -1, -1
9, 0.977512, 73323, 406677, 62.297, 3.4066, -1, -1
6, 0.221206, 85474, 452664, 62.297, 3.47203, -1, -1
7, 1.56546, 73078, 406061, 53.9544, 3.4089, -1, -1
8, 2.01538, 73078, 405990, 53.9544, 3.40322, -1, -1
9, 0.887272, 73078, 405990, 50.2721, 3.3761, -1, -1
6, 0.194109, 83061, 440821, 50.2721, 3.42556, -1, -1
7, 1.54806, 72924, 405477, 48.44, 3.37857, -1, -1
8, 1.73861, 72924, 405452, 48.44, 3.37606, -1, -1
9, 0.912033, 72924, 405452, 45.2205, 3.36229, -1, -1
6, 0.178157, 82033, 435816, 45.2205, 3.40511, -1, -1
7, 1.3354, 72841, 405188, 45.2205, 3.36483, -1, -1
8, 1.87182, 72841, 405183, 45.2205, 3.36341, -1, -1
9, 0.845745, 72841, 405183, 44.7378, 3.35546, -1, -1
6, 0.193407, 83419, 443290, 34.9504, 3.4168, -1, -1
7, 1.48982, 73461, 408654, 20.7714, 3.36233, -1, -1
8, 1.89775, 73461, 408615, 17.4061, 3.35975, -1, -1
9, 0.85356, 73461, 408615, 16.9355, 3.34875, -1, -1
6, 0.194295, 82438, 438340, 16.9355, 3.39148, -1, -1
7, 1.22836, 73462, 408683, 16.9355, 3.35083, -1, -1
8, 1.71596, 73462, 408679, 16.9355, 3.34963, -1, -1
9, 0.798353, 73462, 408679, 16.934, 3.34407, -1, -1
6, 0.188427, 81605, 434388, 16.934, 3.38038, -1, -1
7, 1.1719, 73458, 408726, 8.67074, 3.34577, -1, -1
8, 1.91156, 73458, 408725, 8.67074, 3.3449, -1, -1
9, 0.822076, 73458, 408725, 8.67074, 3.34161, -1, -1
7, 1.03533, 73377, 408326, 8.67074, 3.34139, -1, -1
4, 49.3233, 73377, 408326, 8.67074, 3.34139, -1, -1
5, 1.02747, 73377, 82614, 8.67074, 3.52754, -1, -1
-1, 57.3148, 73377, 82614, 8.67074, 3.52754, 0, 378
